x,y
0.0,7070.92533382798
0.00025,7070.92533382798
0.0005,7070.92533382798
0.00075,7070.92533382798
0.001,7070.92533382798
0.00125,7070.92533382798
0.0015,7070.92533382798
0.00175,7070.92533382798
0.002,7070.92533382798
0.00225,7070.92533382798
0.0025,7070.92533382798
0.00275,7070.92533382798
0.003,7070.92533382798
0.00325,7070.92533382798
0.0035,7070.92533382798
0.00375,7070.92533382798
0.004,7070.92533382798
0.00425,7070.92533382798
0.0045,7070.92533382798
0.00475,7070.92533382798
0.005,7070.92533382798
0.00525,7070.92533382798
0.0055,7070.92533382798
0.00575,7070.92533382798
0.006,7070.92533382798
0.00625,7070.92533382798
0.0065,7070.92533382798
0.00675,7070.92533382798
0.007,7070.92533382798
0.00725,7070.92533382798
0.0075,7070.92533382798
0.00775,7070.92533382798
0.008,7070.92533382798
0.00825,7070.92533382798
0.0085,7070.92533382798
0.00875,7070.92533382798
0.009,7070.92533382798
0.00925,7070.92533382798
0.0095,7070.92533382798
0.00975,7070.92533382798
0.01,7070.92533382798
0.01025,7070.92533382798
0.0105,7070.92533382798
0.01075,7070.92533382798
0.011,7070.92533382798
0.01125,7070.92533382798
0.0115,7070.92533382798
0.01175,7070.92533382798
0.012,7070.92533382798
0.01225,7070.92533382798
0.0125,7070.92533382798
0.01275,7070.92533382798
0.013,7070.92533382798
0.01325,7070.92533382798
0.0135,7070.92533382798
0.01375,7070.92533382798
0.014,7070.92533382798
0.01425,7070.92533382798
0.0145,7070.92533382798
0.01475,7070.92533382798
0.015,7070.92533382798
0.01525,7070.92533382798
0.0155,7070.92533382798
0.01575,7070.92533382798
0.016,7070.92533382798
0.01625,7070.92533382798
0.0165,7070.92533382798
0.01675,7070.92533382798
0.017,7070.92533382798
0.01725,7070.92533382798
0.0175,7070.92533382798
0.01775,7070.92533382798
0.018,7070.92533382798
0.01825,7070.92533382798
0.0185,7070.92533382798
0.01875,7070.92533382798
0.019,7070.92533382798
0.01925,7070.92533382798
0.0195,7070.92533382798
0.01975,7070.92533382798
0.02,7070.92533382798
0.02025,7070.92533382798
0.0205,7070.92533382798
0.02075,7070.92533382798
0.021,7070.92533382798
0.02125,7070.92533382798
0.0215,7070.92533382798
0.02175,7070.92533382798
0.022,7070.92533382798
0.02225,7070.92533382798
0.0225,7070.92533382798
0.02275,7070.92533382798
0.023,7070.92533382798
0.02325,7070.92533382798
0.0235,7070.92533382798
0.02375,7070.92533382798
0.024,7070.92533382798
0.02425,7070.92533382798
0.0245,7070.92533382798
0.02475,7070.92533382798
0.025,7070.92533382798
0.02525,7070.92533382798
0.0255,7070.92533382798
0.02575,7070.92533382798
0.026,7070.92533382798
0.02625,7070.92533382798
0.0265,7070.92533382798
0.02675,7070.92533382798
0.027,7070.92533382798
0.02725,7070.92533382798
0.0275,7070.92533382798
0.02775,7070.92533382798
0.028,7070.92533382798
0.02825,7070.92533382798
0.0285,7070.92533382798
0.02875,7070.92533382798
0.029,7070.92533382798
0.02925,7070.92533382798
0.0295,7070.92533382798
0.02975,7070.92533382798
0.03,7070.92533382798
0.03025,7070.92533382798
0.0305,7070.92533382798
0.03075,7070.92533382798
0.031,7070.92533382798
0.03125,7070.92533382798
0.0315,7070.92533382798
0.03175,7070.92533382798
0.032,7070.92533382798
0.03225,7070.92533382798
0.0325,7070.92533382798
0.03275,7070.92533382798
0.033,7070.92533382798
0.03325,7070.92533382798
0.0335,7070.92533382798
0.03375,7070.92533382798
0.034,7070.92533382798
0.03425,7070.92533382798
0.0345,7070.92533382798
0.03475,7070.92533382798
0.035,7070.92533382798
0.03525,7070.92533382798
0.0355,7070.92533382798
0.03575,7070.92533382798
0.036,7070.92533382798
0.03625,7070.92533382798
0.0365,7070.92533382798
0.03675,7070.92533382798
0.037,7070.92533382798
0.03725,7070.92533382798
0.0375,7070.92533382798
0.03775,7070.92533382798
0.038,7070.92533382798
0.03825,7070.92533382798
0.0385,7070.92533382798
0.03875,7070.92533382798
0.039,7070.92533382798
0.03925,7070.92533382798
0.0395,7070.92533382798
0.03975,7070.92533382798
0.04,7070.92533382798
0.04025,7070.92533382798
0.0405,7070.92533382798
0.04075,7070.92533382798
0.041,7070.92533382798
0.04125,7070.92533382798
0.0415,7070.92533382798
0.04175,7070.92533382798
0.042,7070.92533382798
0.04225,7070.92533382798
0.0425,7070.92533382798
0.04275,7070.92533382798
0.043,7070.92533382798
0.04325,7070.92533382798
0.0435,7070.92533382798
0.04375,7070.92533382798
0.044,7070.92533382798
0.04425,7070.92533382798
0.0445,7070.92533382798
0.04475,7070.92533382798
0.045,7070.92533382798
0.04525,7070.92533382798
0.0455,7070.92533382798
0.04575,7070.92533382798
0.046,7070.92533382798
0.04625,7070.92533382798
0.0465,7070.92533382798
0.04675,7070.92533382798
0.047,7070.92533382798
0.04725,7070.92533382798
0.0475,7070.92533382798
0.04775,7070.92533382798
0.048,7070.92533382798
0.04825,7070.92533382798
0.0485,7070.92533382798
0.04875,7070.92533382798
0.049,7070.92533382798
0.04925,7070.92533382798
0.0495,7070.92533382798
0.04975,7070.92533382798
0.05,7070.92533382798
0.05025,7070.92533382798
0.0505,7070.92533382798
0.05075,7070.92533382798
0.051,7070.92533382798
0.05125,7070.92533382798
0.0515,7070.92533382798
0.05175,7070.92533382798
0.052,7070.92533382798
0.05225,7070.92533382798
0.0525,7070.92533382798
0.05275,7070.92533382798
0.053,7070.92533382798
0.05325,7070.92533382798
0.0535,7070.92533382798
0.05375,7070.92533382798
0.054,7070.92533382798
